Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0005634,GO:0005634,nucleus,nucleus,C
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0005743,GO:0005743,mitochondrial inner membrane,mitochondrion,C
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0005743,GO:0005743,mitochondrial inner membrane,other membranes,C
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0006281,GO:0006281,DNA repair,stress response,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0006281,GO:0006281,DNA repair,DNA metabolism,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0006464,GO:0006464,protein modification process,protein metabolism,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0006886,GO:0006886,intracellular protein transport,transport,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0007283,GO:0007283,spermatogenesis,other biological processes,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0008270,GO:0008270,zinc ion binding,other molecular function,F
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0016567,GO:0016567,protein ubiquitination,protein metabolism,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0016874,GO:0016874,ligase activity,other molecular function,F
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0016881,GO:0016881,acid-amino acid ligase activity,other molecular function,F
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0020037,GO:0020037,heme binding,other molecular function,F
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0042787,GO:0042787,protein ubiquitination during ubiquitin-dependent protein catabolic process,protein metabolism,P
comp155_c0_seq1,sp,O95714,HERC2_HUMAN,56.98,86,35,1,3,254,4544,4629,2.00E-25,104,O95714,GO:0046872,GO:0046872,metal ion binding,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0000166,GO:0000166,nucleotide binding,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0003676,GO:0003676,nucleic acid binding,nucleic acid binding activity,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0003677,GO:0003677,DNA binding,nucleic acid binding activity,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0003700,GO:0003700,transcription factor activity,transcription regulatory activity,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0003700,GO:0003700,transcription factor activity,nucleic acid binding activity,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0004386,GO:0004386,helicase activity,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0005488,GO:0005488,binding,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0005524,GO:0005524,ATP binding,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0016787,GO:0016787,hydrolase activity,other molecular function,F
comp1585_c0_seq1,sp,O14981,BTAF1_HUMAN,67.78,90,28,1,301,32,1504,1592,5.00E-34,129,O14981,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0002116,GO:0002116,semaphorin receptor complex,other cellular component,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0004872,GO:0004872,receptor activity,signal transduction activity,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0004888,GO:0004888,transmembrane receptor activity,signal transduction activity,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005096,GO:0005096,GTPase activator activity,enzyme regulator activity,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005515,GO:0005515,protein binding,other molecular function,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005576,GO:0005576,extracellular region,non-structural extracellular,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005622,GO:0005622,intracellular,other cellular component,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005887,GO:0005887,integral to plasma membrane,plasma membrane,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0005887,GO:0005887,integral to plasma membrane,other membranes,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0007165,GO:0007165,signal transduction,signal transduction,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0007411,GO:0007411,axon guidance,developmental processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0007411,GO:0007411,axon guidance,cell organization and biogenesis,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0008360,GO:0008360,regulation of cell shape,cell organization and biogenesis,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0014068,GO:0014068,positive regulation of phosphoinositide 3-kinase cascade,signal transduction,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0016020,GO:0016020,membrane,other membranes,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0016477,GO:0016477,cell migration,other biological processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0017154,GO:0017154,semaphorin receptor activity,signal transduction activity,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0030215,GO:0030215,semaphorin receptor binding,signal transduction activity,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0032321,GO:0032321,positive regulation of Rho GTPase activity,signal transduction,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0032794,GO:0032794,GTPase activating protein binding,other molecular function,F
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0033689,GO:0033689,negative regulation of osteoblast proliferation,cell cycle and proliferation,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0035556,,,,
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0043931,GO:0043931,ossification involved in bone morphogenesis,developmental processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0048812,GO:0048812,neuron projection morphogenesis,developmental processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0048812,GO:0048812,neuron projection morphogenesis,cell organization and biogenesis,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0050772,GO:0050772,positive regulation of axonogenesis,developmental processes,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0050772,GO:0050772,positive regulation of axonogenesis,cell organization and biogenesis,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0051056,GO:0051056,regulation of small GTPase mediated signal transduction,signal transduction,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0051493,GO:0051493,regulation of cytoskeleton organization,cell organization and biogenesis,P
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0061383,,,,
comp1640_c0_seq1,sp,O43157,PLXB1_HUMAN,34.72,216,129,6,638,15,1013,1224,5.00E-25,108,O43157,GO:0071526,,,,
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0002116,GO:0002116,semaphorin receptor complex,other cellular component,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0004872,GO:0004872,receptor activity,signal transduction activity,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0004888,GO:0004888,transmembrane receptor activity,signal transduction activity,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005096,GO:0005096,GTPase activator activity,enzyme regulator activity,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005515,GO:0005515,protein binding,other molecular function,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005576,GO:0005576,extracellular region,non-structural extracellular,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005622,GO:0005622,intracellular,other cellular component,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005887,GO:0005887,integral to plasma membrane,plasma membrane,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0005887,GO:0005887,integral to plasma membrane,other membranes,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0007165,GO:0007165,signal transduction,signal transduction,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0007411,GO:0007411,axon guidance,developmental processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0007411,GO:0007411,axon guidance,cell organization and biogenesis,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0008360,GO:0008360,regulation of cell shape,cell organization and biogenesis,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0014068,GO:0014068,positive regulation of phosphoinositide 3-kinase cascade,signal transduction,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0016020,GO:0016020,membrane,other membranes,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0016477,GO:0016477,cell migration,other biological processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0017154,GO:0017154,semaphorin receptor activity,signal transduction activity,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0030215,GO:0030215,semaphorin receptor binding,signal transduction activity,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0032321,GO:0032321,positive regulation of Rho GTPase activity,signal transduction,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0032794,GO:0032794,GTPase activating protein binding,other molecular function,F
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0033689,GO:0033689,negative regulation of osteoblast proliferation,cell cycle and proliferation,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0035556,,,,
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0043547,GO:0043547,positive regulation of GTPase activity,other biological processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0043931,GO:0043931,ossification involved in bone morphogenesis,developmental processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0048812,GO:0048812,neuron projection morphogenesis,developmental processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0048812,GO:0048812,neuron projection morphogenesis,cell organization and biogenesis,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0050772,GO:0050772,positive regulation of axonogenesis,developmental processes,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0050772,GO:0050772,positive regulation of axonogenesis,cell organization and biogenesis,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0051056,GO:0051056,regulation of small GTPase mediated signal transduction,signal transduction,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0051493,GO:0051493,regulation of cytoskeleton organization,cell organization and biogenesis,P
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0061383,,,,
comp1640_c0_seq2,sp,O43157,PLXB1_HUMAN,34.5,200,119,6,590,15,1029,1224,9.00E-22,98.6,O43157,GO:0071526,,,,
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0000166,GO:0000166,nucleotide binding,other molecular function,F
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0003676,GO:0003676,nucleic acid binding,nucleic acid binding activity,F
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0003723,GO:0003723,RNA binding,nucleic acid binding activity,F
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0006397,GO:0006397,mRNA processing,RNA metabolism,P
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0008022,GO:0008022,protein C-terminus binding,other molecular function,F
comp1650_c0_seq1,sp,O95104,SFR15_HUMAN,77.61,67,15,0,24,224,53,119,2.00E-31,120,O95104,GO:0005730,GO:0005730,nucleolus,nucleus,C
comp1729_c0_seq2,sp,Q5M9G7,DIEXF_RAT,47.23,307,157,4,3,911,252,557,6.00E-88,287,Q5M9G7,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1729_c0_seq2,sp,Q5M9G7,DIEXF_RAT,47.23,307,157,4,3,911,252,557,6.00E-88,287,Q5M9G7,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005509,GO:0005509,calcium ion binding,other molecular function,F
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005515,GO:0005515,protein binding,other molecular function,F
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005887,GO:0005887,integral to plasma membrane,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005887,GO:0005887,integral to plasma membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005911,GO:0005911,cell-cell junction,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0005911,GO:0005911,cell-cell junction,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0007015,GO:0007015,actin filament organization,cell organization and biogenesis,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0007156,GO:0007156,homophilic cell adhesion,cell adhesion,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0007163,GO:0007163,establishment or maintenance of cell polarity,cell organization and biogenesis,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0007267,GO:0007267,cell-cell signaling,cell-cell signaling,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0009653,GO:0009653,anatomical structure morphogenesis,other biological processes,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0016020,GO:0016020,membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0016021,GO:0016021,integral to membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0016337,GO:0016337,cell-cell adhesion,cell adhesion,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0016477,GO:0016477,cell migration,other biological processes,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,52.5,120,57,0,1,360,3259,3378,1.00E-31,124,Q14517,GO:0048471,GO:0048471,perinuclear region of cytoplasm,other cellular component,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005509,GO:0005509,calcium ion binding,other molecular function,F
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005515,GO:0005515,protein binding,other molecular function,F
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005634,GO:0005634,nucleus,nucleus,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005737,GO:0005737,cytoplasm,other cellular component,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005886,GO:0005886,plasma membrane,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005886,GO:0005886,plasma membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005887,GO:0005887,integral to plasma membrane,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005887,GO:0005887,integral to plasma membrane,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005911,GO:0005911,cell-cell junction,plasma membrane,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0005911,GO:0005911,cell-cell junction,other membranes,C
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0007015,GO:0007015,actin filament organization,cell organization and biogenesis,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0007156,GO:0007156,homophilic cell adhesion,cell adhesion,P
comp1752_c1_seq1,sp,Q14517,FAT1_HUMAN,40.77,130,68,2,7,369,3366,3495,8.00E-21,92.8,Q14517,GO:0007163,GO:0007163,establishment or maintenance of cell polarity,cell organization and biogenesis,P
